"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"VSVA",4393,"R",2,2009,11,14,2012,11,14,"E","VXG","VFP","A",22,8,2012,17,44,45,"JOPP","PRT",1012,113,42.0,46.4,4.37,1.1,41.9,26.4,21,"J",311,"GOND",286000,0.0,11,143.0
"EQVI",561124,"R",5,2011,7,8,2014,4,6,"S","OSF","WDF","D",21,8,2012,14,49,0,"PEST","SALIENT",410,29,28.6,40.1,11.5,1.4,27.7,117.0,89,"S",162,"IFLT",801000,0.0,65,173.0
"EQVI",711641,"L",3,2011,8,19,2014,8,19,"X","OYZ","ZLO","A",21,8,2012,20,45,35,"MALT","PRT",368,52,38.5,42.2,3.76,1.1,55.2,32.2,31,"C",114,"HOPP",286000,0.0,11,115.0
"GOUA",283947,"R",2,2009,10,19,2012,10,19,"E","VDL","EWP","A",20,8,2012,11,21,3,"AMAZ","PRT",1036,30,24.9,28.2,3.27,1.13,42.4,22.8,21,"J",311,"GOND",286000,3479.0,65,101.0
"EQ",868660,"L",1,2010,10,10,2012,8,27,"E","UEH","VFP","A",20,8,2012,1,38,0,"PEST","SALIENT",679,100,53.0,109.0,55.6,2.05,33.1,22.8,21,"J",311,"GOND",286000,2218.0,65,138.0
"FLWA",833802,"R",2,2009,11,18,2014,6,18,"E","FUG","HWP","A",20,8,2012,1,56,0,"ROGN","SALIENT",1006,36,35.2,42.9,7.74,1.22,46.6,21.8,20,"J",311,"GOND",286000,0.0,60,125.0
"FLWA",833068,"L",2,2010,6,17,2013,6,17,"E","FUG","HWP","A",20,8,2012,1,56,0,"ROGN","SALIENT",795,68,32.8,41.2,8.47,1.26,45.0,22.9,22,"J",311,"GOND",286000,0.0,11,122.0
"FLWA",833905,"R",4,2009,12,1,2012,12,1,"E","FUG","HWP","A",20,8,2012,1,56,0,"ROGN","SALIENT",993,60,37.0,44.5,7.58,1.21,45.4,22.0,21,"J",311,"GOND",286000,0.0,11,125.0
"FLWA",833084,"R",4,2011,4,19,2014,4,19,"E","FUG","HWP","A",20,8,2012,1,56,0,"ROGN","SALIENT",489,111,35.1,40.1,4.99,1.14,42.9,22.4,22,"J",311,"GOND",286000,0.0,11,123.0
"FLWA",833093,"L",1,2011,9,15,2014,9,15,"E","FUG","HWP","A",20,8,2012,1,56,0,"ROGN","SALIENT",340,25,35.2,40.4,5.22,1.15,47.1,22.0,22,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",562969,"L",7,2010,10,23,2013,10,28,"B","OSF","ODF","A",20,8,2012,22,7,46,"GAGE","PRT",667,23,35.2,40.7,5.46,1.16,55.7,106.0,88,"S",162,"IFLT",802000,0.0,65,248.0
"FLWA",833526,"R",1,2009,11,12,2014,2,4,"E","FHE","QDP","A",20,8,2012,2,28,46,"PRAI","PRT",1012,50,29.3,38.5,9.2,1.31,20.1,22.5,20,"J",311,"GOND",286000,0.0,11,124.0
"EQVI",719810,"L",1,2011,5,29,2014,5,29,"X","NDO","FVQ","H",22,8,2012,6,2,0,"MESA","SALIENT",451,78,30.6,34.9,4.27,1.14,53.1,31.6,31,"C",114,"HOPP",286000,6843.0,25,104.0
"GHHA",325,"R",4,2010,8,13,2013,8,13,"E","VXG","GNP","A",21,8,2012,23,59,0,"BMRK","SALIENT",739,57,36.1,39.0,2.97,1.08,29.4,22.0,21,"J",311,"GOND",286000,0.0,11,137.0
"GHHA",7032,"L",3,2010,10,3,2013,10,9,"E","VXG","GNP","A",21,8,2012,23,59,0,"BMRK","SALIENT",688,89,36.6,41.8,5.24,1.14,23.8,24.9,23,"J",301,"GOND",286000,0.0,11,130.0
"GHHA",369,"L",4,2009,9,13,2012,9,13,"E","VXG","GNP","A",21,8,2012,23,59,0,"BMRK","SALIENT",1073,43,31.3,33.8,2.52,1.08,29.9,22.2,21,"J",311,"GOND",286000,0.0,11,142.0
"RIRA",634329,"R",1,2011,12,30,2012,11,25,"E","KDI","ENP","A",22,8,2012,10,1,35,"WHET","PRT",236,109,33.6,37.3,3.68,1.11,39.5,22.6,20,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",719231,"R",1,2010,10,22,2013,10,22,"X","NDK","FJY","A",20,8,2012,20,30,0,"MESA","SALIENT",668,60,39.6,43.4,3.75,1.09,46.9,31.9,31,"C",114,"HOPP",286000,0.0,11,110.0
"GHHA",383,"L",4,2009,7,2,2014,2,28,"E","VXG","GNP","A",21,8,2012,2,59,26,"JOPP","PRT",1146,74,34.9,41.2,6.3,1.18,39.5,25.3,21,"J",311,"GOND",286000,0.0,65,113.0
"IXUA",294134,"R",1,2010,3,13,2013,3,13,"E","WKK","QDP","A",20,8,2012,4,34,56,"AMAZ","PRT",891,133,41.0,62.9,21.8,1.53,43.9,27.0,23,"J",301,"GOND",286000,1110.0,65,120.0
"UZVA",56670,"R",4,2010,5,9,2013,5,9,"E","PKV","QDP","C",20,8,2012,6,11,45,"AMAZ","PRT",834,77,34.7,39.6,4.92,1.14,47.1,25.1,24,"K",346,"HOPP",286000,0.0,60,116.0
"FHIA",28152,"R",1,2011,4,4,2014,4,4,"M","EDU","EHO","A",20,8,2012,9,29,0,"BAGD","SALIENT",504,40,33.5,41.8,8.29,1.25,54.7,30.6,27,"C",612,"HOPP",286000,1851.0,11,116.0
"NSOA",4353,"L",1,2009,2,2,2013,3,3,"E","OUW","ZWP","A",20,8,2012,10,4,6,"AMAZ","PRT",1295,95,35.7,40.5,4.78,1.13,47.6,31.6,25,"K",341,"HOPP",286000,0.0,11,121.0
"NSOA",7318,"L",2,2010,6,25,2013,6,25,"E","OUW","EWP","A",23,8,2012,11,6,24,"AMAZ","PRT",790,75,38.1,40.5,2.38,1.06,45.2,27.4,24,"K",341,"HOPP",286000,0.0,65,127.0
"EQEA",836385,"L",3,2011,3,15,2014,3,15,"E","OUW","EWP","A",23,8,2012,11,6,24,"AMAZ","PRT",527,77,41.7,50.0,8.25,1.2,48.3,32.8,20,"K",341,"HOPP",286000,0.0,11,132.0
"NSOA",7314,"L",3,2010,11,26,2013,11,26,"E","OUW","EWP","A",23,8,2012,11,6,24,"AMAZ","PRT",636,110,36.0,38.7,2.75,1.08,47.2,27.5,24,"K",341,"HOPP",286000,0.0,11,123.0
"EQVI",904564,"L",4,2009,11,26,2012,11,26,"E","FRE","EWP","A",21,8,2012,16,10,41,"JOPP","PRT",999,89,32.9,37.4,4.53,1.14,41.3,24.5,20,"J",311,"GOND",286000,0.0,25,138.0
"EQVI",991074,"R",4,2008,2,6,2012,8,22,"E","FRE","EWP","A",20,8,2012,14,8,0,"BMRK","SALIENT",1657,58,34.1,35.6,1.5,1.04,26.0,22.3,21,"J",311,"GOND",286000,0.0,11,134.0
"EQVI",992227,"L",3,2011,4,28,2014,7,22,"E","FRE","EWP","A",21,8,2012,16,10,41,"JOPP","PRT",481,37,41.6,45.6,4.08,1.1,37.6,25.1,20,"J",311,"GOND",286000,0.0,60,137.0
"FHIA",3099,"L",2,2010,10,5,2013,1,24,"X","IWA","ZDY","A",24,8,2012,9,15,5,"PRAI","PRT",689,58,31.6,38.8,7.12,1.23,38.0,34.0,31,"C",114,"HOPP",286000,0.0,65,97.4
"VXJA",537,"L",1,2012,8,8,2014,4,20,"E","JID","VFP","A",20,8,2012,17,14,50,"JOPP","PRT",12,7,30.0,39.0,9.07,1.3,37.5,26.9,24,"K",341,"HOPP",286000,0.0,75,114.0
"EQVI",903006,"R",4,2010,7,9,2014,9,22,"E","EHQ","HWP","A",20,8,2012,17,28,10,"JOPP","PRT",773,81,36.7,45.1,8.44,1.23,20.5,23.6,21,"J",311,"GOND",286000,0.0,60,105.0
"NFOA",839346,"R",4,2009,9,17,2012,9,17,"E","VDL","DWP","A",21,8,2012,5,30,53,"AMAZ","PRT",1069,104,34.8,36.1,1.3,1.04,40.8,22.0,20,"J",311,"GOND",286000,4481.0,11,117.0
"FLWA",833108,"L",2,2010,7,27,2013,7,27,"E","LRJ","GIP","A",20,8,2012,18,14,0,"ROGN","SALIENT",755,59,31.8,37.7,5.88,1.18,51.3,22.9,21,"J",311,"GOND",286000,0.0,65,123.0
"FLWA",833993,"L",4,2012,7,25,2014,3,29,"E","LRJ","GIP","A",20,8,2012,18,14,0,"ROGN","SALIENT",26,57,37.3,43.0,5.68,1.15,51.4,23.0,22,"J",311,"GOND",286000,0.0,11,124.0
"EQVI",586600,"R",3,2012,8,2,2012,12,22,"B","SWO","FKL","A",25,8,2012,3,51,36,"LEED","PRT",23,19,39.3,43.1,3.75,1.1,54.5,79.0,69,"S",635,"IFLT",486000,0.0,11,171.0
"EQVI",50948,"L",1,2008,11,3,2014,1,4,"M","SDV","KBG","A",20,8,2012,18,53,0,"MESA","SALIENT",1386,49,39.8,45.0,5.22,1.13,22.1,40.9,39,"A",406,"BOXC",263000,0.0,11,96.4
"ZIDA",98393,"R",4,2011,8,25,2014,8,25,"E","KRK","QDP","A",23,8,2012,4,28,0,"ROGN","SALIENT",364,16,39.3,43.9,4.61,1.12,42.4,24.7,24,"K",341,"HOPP",286000,0.0,60,121.0
"EQVI",278329,"R",1,2010,9,17,2013,9,17,"H","JDO","PHP","A",20,8,2012,20,10,57,"PRAI","PRT",703,36,23.0,29.0,6.02,1.26,50.0,49.1,37,"M",150,"MFLT",220000,0.0,11,65.9
"DRN",98060,"L",4,2011,2,27,2014,2,27,"X","OYZ","VBQ","A",20,8,2012,22,33,48,"MALT","PRT",540,32,34.7,49.3,14.6,1.42,54.5,37.0,31,"C",114,"HOPP",286000,0.0,11,115.0
"FLWA",833664,"L",1,2010,6,5,2013,6,5,"E","LRJ","FNP","A",22,8,2012,9,59,0,"ROGN","SALIENT",809,86,39.0,41.7,2.68,1.07,36.0,21.9,21,"J",311,"GOND",286000,0.0,64,125.0
"EQVI",992346,"R",3,2008,1,28,2013,6,29,"E","FHE","QDP","A",20,8,2012,23,55,16,"PRAI","PRT",1666,71,29.4,38.5,9.05,1.31,45.2,22.9,20,"J",311,"GOND",286000,13045.0,11,115.0
"EQVI",903899,"L",2,2010,4,5,2013,12,2,"E","FHE","QDP","A",20,8,2012,23,55,16,"PRAI","PRT",868,92,31.5,39.2,7.72,1.25,48.6,24.1,21,"J",311,"GOND",286000,0.0,11,116.0
"EQVI",992346,"R",1,2010,12,26,2014,10,23,"E","FHE","QDP","A",20,8,2012,23,55,16,"PRAI","PRT",603,71,29.4,36.2,6.78,1.23,45.2,22.9,20,"J",311,"GOND",286000,0.0,11,115.0
"EQVI",706343,"L",4,2010,3,22,2013,3,22,"X","FQE","HQL","A",21,8,2012,0,20,9,"AMAZ","PRT",883,45,23.6,32.2,8.53,1.36,50.5,29.9,30,"C",114,"HOPP",286000,0.0,64,92.6
"EQVI",647865,"R",1,2010,12,5,2013,12,5,"V","DOW","ELU","A",21,8,2012,0,33,5,"CHRS","PRT",625,13,18.6,19.7,1.1,1.06,25.1,71.0,73,"V",295,"VFLT",260000,0.0,11,68.6
"EQVI",707906,"L",1,2008,8,2,2014,4,7,"X","PDG","EVE","A",21,8,2012,1,23,25,"PRAI","PRT",1480,105,35.7,48.1,12.4,1.35,39.7,33.6,30,"C",114,"HOPP",286000,2486.0,11,115.0
"EQ",866714,"R",1,2011,8,24,2013,3,24,"E","FRE","VFP","A",25,8,2012,9,10,0,"JOPP","PRT",367,19,40.2,42.9,2.72,1.07,38.2,26.0,21,"J",311,"GOND",286000,0.0,75,136.0
"EQ",868553,"R",3,2010,5,5,2014,1,6,"E","UEH","VAP","A",21,8,2012,9,2,26,"VELO","PRT",839,50,34.3,42.0,7.75,1.23,36.0,23.7,21,"J",311,"GOND",286000,0.0,11,117.0
"EQVI",904777,"L",3,2011,12,13,2014,1,15,"E","UEH","VAP","A",21,8,2012,9,2,26,"VELO","PRT",252,43,37.2,47.1,9.84,1.26,34.8,23.5,20,"J",311,"GOND",286000,0.0,65,119.0
"DPWA",43638,"R",1,2008,3,30,2014,3,24,"E","DPK","DWP","A",24,8,2012,19,39,0,"ROGN","SALIENT",1608,106,34.7,39.4,4.71,1.14,58.7,25.6,24,"K",341,"HOPP",286000,26525.0,11,121.0
"FLWA",833734,"R",1,2010,5,10,2013,8,7,"E","RNR","HEP","A",21,8,2012,3,31,0,"ROGN","SALIENT",834,95,38.1,42.4,4.2,1.11,40.1,21.0,20,"J",311,"GOND",286000,0.0,11,125.0
"WLOA",83936,"L",4,2011,12,2,2014,12,2,"E","DPK","QDP","A",21,8,2012,3,35,58,"WHET","PRT",263,33,37.0,43.1,6.13,1.17,32.9,22.2,24,"K",381,"HOPP",286000,6532.0,78,120.0
"EQVI",991201,"L",3,2008,2,5,2013,8,24,"E","EHQ","ZWP","A",25,8,2012,7,57,37,"JOPP","PRT",1663,50,37.4,43.8,6.37,1.17,41.6,25.5,20,"J",311,"GOND",286000,0.0,60,133.0
"FDHJ",58600,"R",4,2010,8,19,2013,8,19,"E","GXG","EWP","A",21,8,2012,4,52,56,"PRAI","PRT",733,20,37.1,59.2,22.1,1.6,43.6,26.1,20,"J",311,"GOND",286000,1357.0,65,131.0
"AFOA",93450,"R",4,2010,2,23,2013,2,23,"E","PLF","EDP","A",22,8,2012,20,18,0,"ROGN","SALIENT",911,87,33.8,37.0,3.14,1.09,39.1,24.7,24,"K",341,"HOPP",286000,0.0,11,120.0
"EVSA",4835,"R",4,2009,11,23,2013,11,14,"E","EVE","UZP","A",21,8,2012,5,32,2,"JOPP","PRT",1002,72,34.5,70.9,36.4,2.06,40.7,25.9,21,"J",311,"GOND",286000,1567.0,61,133.0
"EVSA",4851,"L",1,2011,10,24,2014,10,24,"E","EVE","UZP","A",21,8,2012,5,32,2,"JOPP","PRT",302,76,36.8,40.6,3.84,1.1,38.1,25.2,21,"J",311,"GOND",286000,0.0,11,128.0
"EQVI",983734,"R",3,2010,6,23,2013,10,28,"E","RNR","HEP","A",23,8,2012,15,12,0,"ROGN","SALIENT",792,68,37.1,42.0,4.94,1.13,53.3,25.1,24,"K",341,"HOPP",286000,6689.0,11,120.0
"EQVI",905427,"L",1,2009,10,21,2013,5,6,"E","VXP","ZWP","A",21,8,2012,8,36,18,"JOPP","PRT",1035,9,32.4,35.9,3.58,1.11,37.3,25.5,20,"J",311,"GOND",286000,0.0,60,103.0
"EQVI",561582,"R",8,2008,12,26,2013,4,19,"B","RLJ","VFR","A",21,8,2012,9,12,0,"WINT","SALIENT",1334,14,23.7,25.8,2.1,1.09,55.3,99.4,93,"S",162,"IFLT",799900,0.0,64,184.0
"EQ",868276,"L",1,2011,4,5,2013,9,15,"E","UEH","VAP","A",21,8,2012,19,43,46,"VELO","PRT",504,90,28.6,31.8,3.24,1.11,47.1,24.8,21,"J",311,"GOND",286000,0.0,11,97.8
"EQVI",587940,"R",1,2011,11,23,2014,11,23,"B","SKA","ODF","C",21,8,2012,11,13,0,"BAGD","SALIENT",272,3,19.6,25.5,5.87,1.3,48.5,98.0,64,"S",635,"IFLT",486850,0.0,11,111.0
"NSOA",7412,"L",2,2010,12,30,2014,5,2,"E","OUW","ZWP","A",21,8,2012,13,37,55,"AMAZ","PRT",600,126,35.7,39.2,3.42,1.1,44.9,26.7,24,"K",341,"HOPP",286000,0.0,65,111.0
"IXUA",296904,"L",2,2011,1,10,2014,1,7,"E","WKK","QDP","A",21,8,2012,15,9,7,"AMAZ","PRT",589,42,36.4,37.2,0.83,1.02,45.4,24.3,21,"J",311,"GOND",286000,0.0,75,130.0
"EQVI",903124,"L",2,2011,3,27,2014,7,14,"E","UEH","VFP","A",22,8,2012,3,4,41,"VELO","PRT",514,48,37.4,44.4,7.06,1.19,34.2,23.2,21,"J",311,"GOND",286000,0.0,65,120.0
"DGOA",833437,"R",3,2010,1,25,2013,1,25,"U","QVK","WQG","T",21,8,2012,23,56,0,"COCH","SALIENT",939,39,31.7,38.5,6.76,1.21,54.7,33.6,32,"T",108,"TANK",263000,0.0,11,97.3
"EQVI",710408,"L",1,2010,5,3,2013,8,26,"X","YDZ","EBO","M",25,8,2012,9,56,36,"JOPP","PRT",845,26,45.1,68.6,23.5,1.52,35.5,35.5,31,"C",114,"HOPP",286000,4265.0,75,125.0
"WJQA",64127,"R",4,2010,6,30,2012,10,17,"E","VOS","UZP","A",22,8,2012,4,30,0,"ROGN","SALIENT",784,81,34.3,45.2,10.9,1.32,30.1,21.0,20,"J",311,"GOND",286000,0.0,11,125.0
"EQVI",867843,"R",1,2011,4,5,2014,4,5,"U","NDL","SLW","T",22,8,2012,6,59,0,"WINT","SALIENT",505,15,23.0,32.1,9.16,1.4,51.8,26.7,25,"E",241,"GOND",286000,0.0,61,66.4
"EQVI",867807,"L",1,2008,8,14,2014,6,17,"U","NDL","SLW","T",22,8,2012,6,59,0,"WINT","SALIENT",1469,21,20.8,24.6,3.74,1.18,51.9,26.3,25,"E",241,"GOND",286000,8721.0,11,65.9
"PENA",633223,"L",1,2011,9,2,2013,6,16,"E","VXG","VFP","A",22,8,2012,7,1,43,"JOPP","PRT",355,99,34.8,37.0,2.15,1.06,37.8,24.0,20,"J",311,"GOND",286000,0.0,75,123.0
"EQ",868542,"R",2,2011,12,30,2013,12,30,"E","FHE","QDP","A",22,8,2012,7,32,13,"PRAI","PRT",236,42,46.0,65.2,19.1,1.41,36.8,27.1,21,"J",311,"GOND",286000,656.0,11,122.0
"EQVI",904176,"R",1,2009,2,5,2012,9,25,"E","FHE","QDP","A",22,8,2012,7,32,13,"PRAI","PRT",1294,5,31.6,39.0,7.38,1.23,33.0,20.8,20,"J",311,"GOND",286000,0.0,11,112.0
"EQVI",903646,"L",4,2011,12,23,2013,12,19,"E","UEH","VAP","A",22,8,2012,19,41,28,"VELO","PRT",243,80,34.8,40.4,5.55,1.16,38.5,23.5,20,"J",311,"GOND",286000,0.0,65,129.0
"EQ",866021,"L",2,2010,12,28,2014,5,4,"E","UEH","VAP","A",22,8,2012,19,41,28,"VELO","PRT",603,16,35.4,39.0,3.64,1.1,39.2,24.3,22,"J",311,"GOND",286000,0.0,65,128.0
"EQ",868508,"R",4,2010,4,21,2014,6,4,"E","UEH","VAP","A",22,8,2012,19,41,28,"VELO","PRT",854,89,37.1,40.3,3.16,1.09,35.8,23.5,21,"J",311,"GOND",286000,0.0,61,125.0
"EQVI",905451,"L",4,2012,8,2,2013,12,14,"E","FHE","EWP","A",22,8,2012,13,22,24,"PRAI","PRT",20,83,42.0,44.5,2.56,1.06,38.1,23.8,20,"J",311,"GOND",286000,0.0,65,136.0
"EQ",866921,"R",3,2010,2,12,2014,6,17,"E","FHE","EWP","A",22,8,2012,13,22,24,"PRAI","PRT",922,64,37.8,47.0,9.24,1.24,36.4,25.3,21,"J",311,"GOND",286000,0.0,75,132.0
"ZIFA",315,"L",2,2009,9,11,2012,9,11,"E","PDK","ENP","A",23,8,2012,12,27,29,"AMAZ","PRT",1077,46,42.1,43.2,1.14,1.03,44.4,22.4,20,"J",311,"GOND",286000,0.0,60,123.0
"GHHA",93803,"L",2,2008,10,22,2013,4,7,"E","VXG","VFP","A",22,8,2012,17,44,45,"JOPP","PRT",1400,9,38.1,43.3,5.15,1.13,42.0,26.5,20,"J",311,"GOND",286000,0.0,11,142.0
"EQEA",1372,"R",1,2012,2,11,2014,12,21,"E","VDL","EDP","A",23,8,2012,10,9,13,"AMAZ","PRT",194,120,30.7,32.5,1.78,1.06,50.3,22.5,20,"J",311,"GOND",286000,0.0,11,110.0
"NFOA",28344,"L",4,2010,8,7,2013,8,7,"E","VDL","EDP","A",23,8,2012,10,9,13,"AMAZ","PRT",747,76,27.6,30.6,3.0,1.11,47.7,22.1,22,"J",311,"GOND",286000,0.0,78,103.0
"JUGA",5884,"L",3,2011,4,23,2014,4,23,"E","NFF","UZP","A",22,8,2012,21,27,34,"AMAZ","PRT",487,15,35.6,38.0,2.45,1.07,46.6,22.7,20,"J",311,"GOND",286000,0.0,11,124.0
"SQMA",83215,"R",3,2011,10,10,2014,10,10,"E","GRO","HEP","D",22,8,2012,22,56,56,"WHET","PRT",317,19,36.4,40.5,4.02,1.11,38.9,20.5,20,"J",311,"GOND",286000,0.0,11,119.0
"QGBA",298208,"L",2,2011,2,22,2014,2,22,"E","GRO","ENP","D",23,8,2012,1,55,0,"ROGN","SALIENT",548,89,36.1,40.3,4.14,1.11,51.3,21.5,21,"J",311,"GOND",286000,0.0,11,122.0
"SQMA",84853,"R",2,2012,3,2,2014,5,15,"E","GRO","ENP","D",23,8,2012,1,55,0,"ROGN","SALIENT",174,98,38.0,40.9,2.87,1.08,50.7,21.1,20,"J",311,"GOND",286000,0.0,60,123.0
"WJQA",65875,"R",2,2011,7,8,2014,7,8,"E","GRO","ENP","D",23,8,2012,1,55,0,"ROGN","SALIENT",412,55,37.9,39.6,1.71,1.05,53.4,21.3,20,"J",311,"GOND",286000,0.0,11,122.0
"FHIA",78499,"L",1,2011,1,17,2013,9,11,"E","VXG","VFP","A",23,8,2012,5,13,0,"BMRK","SALIENT",584,50,36.1,44.2,8.08,1.22,35.0,21.2,20,"J",311,"GOND",286000,0.0,11,132.0
"GHHA",7099,"R",4,2009,7,30,2014,7,26,"E","VXG","VFP","A",23,8,2012,5,13,0,"BMRK","SALIENT",1120,45,33.7,38.8,5.12,1.15,35.0,23.9,23,"J",301,"GOND",286000,0.0,11,125.0
"EQVI",983274,"L",1,2010,6,6,2013,6,6,"E","FUG","HWP","A",23,8,2012,6,42,0,"ROGN","SALIENT",809,52,35.1,40.5,5.31,1.15,56.4,25.7,24,"K",341,"HOPP",286000,4782.0,11,119.0
"EQVI",561410,"R",5,2011,1,18,2013,7,31,"B","SHD","VFR","A",23,8,2012,13,48,0,"BAGD","SALIENT",583,29,26.1,30.2,4.15,1.16,42.3,95.4,93,"S",162,"IFLT",800100,0.0,11,192.0
"WJQA",63015,"L",1,2010,4,15,2013,4,15,"E","GRO","UZP","D",23,8,2012,17,29,0,"ROGN","SALIENT",861,96,33.8,40.9,7.02,1.21,33.3,21.0,20,"J",311,"GOND",286000,19259.0,11,121.0
"EQVI",719803,"R",3,2010,8,26,2013,8,26,"X","SDV","PDZ","A",23,8,2012,21,56,0,"MESA","SALIENT",728,87,34.2,38.0,3.73,1.11,46.8,31.6,31,"C",114,"HOPP",286000,0.0,11,113.0
"DWZ",642431,"L",1,2009,9,20,2012,9,20,"X","SDV","PDZ","A",23,8,2012,21,56,0,"MESA","SALIENT",1068,29,35.7,60.2,24.5,1.69,45.0,32.4,31,"C",114,"HOPP",286000,5091.0,11,107.0
"EQVI",992527,"R",1,2011,8,9,2014,8,26,"E","VSV","DWP","A",23,8,2012,22,50,0,"ROGN","SALIENT",380,85,38.1,43.2,5.11,1.13,35.7,21.1,20,"J",311,"GOND",286000,278.0,65,126.0
"KHTA",9697,"L",4,2010,11,5,2013,11,5,"E","VXG","VFP","A",2,9,2012,21,30,7,"JOPP","PRT",667,49,31.3,36.7,5.37,1.17,41.2,26.4,21,"J",311,"GOND",286000,0.0,65,134.0
"KHTA",9559,"R",4,2011,10,11,2014,10,11,"E","VXG","VFP","A",2,9,2012,21,30,7,"JOPP","PRT",327,29,36.7,41.3,4.57,1.12,41.9,27.0,21,"J",311,"GOND",286000,0.0,65,136.0
"VSVA",9867,"L",1,2010,6,6,2013,6,6,"E","VXG","VFP","A",28,8,2012,1,12,48,"JOPP","PRT",814,66,39.1,47.5,8.44,1.22,40.2,25.0,21,"J",311,"GOND",286000,0.0,64,132.0
"EQVI",708875,"L",4,2011,4,20,2014,6,12,"X","SWQ","ZDY","A",28,8,2012,12,5,6,"PRAI","PRT",496,95,41.9,45.7,3.79,1.09,44.6,38.0,30,"C",114,"HOPP",286000,2642.0,65,112.0
"EQVI",904596,"L",4,2009,11,23,2014,6,23,"E","UEH","VFP","A",28,8,2012,7,39,22,"VELO","PRT",1009,38,34.8,37.1,2.25,1.06,30.6,23.3,21,"J",311,"GOND",286000,0.0,11,128.0
"EQVI",992718,"R",3,2008,2,13,2014,7,21,"E","UEH","VFP","A",28,8,2012,7,39,22,"VELO","PRT",1658,92,37.0,45.0,8.1,1.22,30.3,21.8,21,"J",311,"GOND",286000,0.0,64,126.0
"GHHA",93839,"L",3,2010,7,21,2013,4,23,"E","VXG","GNP","A",29,8,2012,1,21,14,"JOPP","PRT",770,108,39.7,46.3,6.61,1.17,39.5,25.9,20,"J",311,"GOND",286000,0.0,60,115.0
"PENA",634477,"L",3,2011,4,15,2014,4,15,"E","VXG","GNP","A",29,8,2012,1,21,14,"JOPP","PRT",502,125,39.6,40.5,0.92,1.02,38.0,24.6,20,"J",311,"GOND",286000,0.0,64,112.0
"GHHA",223042,"L",4,2012,3,19,2013,8,16,"E","VXG","GNP","A",29,8,2012,1,21,14,"JOPP","PRT",163,42,31.0,35.6,4.61,1.15,41.3,25.6,21,"J",311,"GOND",286000,0.0,65,112.0
"FEWA",68414,"R",2,2010,12,22,2013,12,22,"U","PLA","HSS","T",28,8,2012,23,27,0,"COCH","SALIENT",615,41,34.1,57.8,23.6,1.69,55.3,39.2,36,"T",108,"TANK",286000,0.0,11,102.0
"NFOA",28315,"R",4,2010,10,26,2013,10,26,"E","NFO","DWP","A",28,8,2012,3,51,14,"AMAZ","PRT",672,11,29.4,30.9,1.49,1.05,41.6,23.4,22,"J",311,"GOND",286000,0.0,11,119.0
"FDLA",77789,"L",2,2011,12,13,2014,12,13,"E","VOS","UZP","A",28,8,2012,3,59,19,"WHET","PRT",259,95,33.1,38.4,5.35,1.16,42.3,25.3,21,"J",311,"GOND",286000,0.0,11,122.0
"WWUA",603073,"L",5,2010,8,26,2013,8,26,"Z","VEG","ZVS","L",28,8,2012,4,0,0,"BAGD","SALIENT",733,43,17.6,20.7,3.09,1.18,63.0,97.0,56,"Q",730,"IFLT",351000,0.0,11,51.7
"VSVA",9947,"L",1,2010,11,15,2013,11,15,"E","VXG","QDP","A",29,8,2012,5,10,48,"JOPP","PRT",653,93,35.1,39.0,3.87,1.11,41.2,26.0,21,"J",311,"GOND",286000,0.0,65,130.0
"EQVI",984510,"R",1,2008,7,21,2014,3,31,"E","POW","QDP","A",28,8,2012,4,44,0,"ROGN","SALIENT",1499,116,37.4,57.2,19.8,1.53,47.5,25.1,24,"K",341,"HOPP",286000,0.0,11,121.0
"EQVI",991261,"L",2,2008,11,12,2013,7,17,"E","WKK","QDP","A",29,8,2012,11,23,6,"AMAZ","PRT",1386,146,34.6,35.3,0.71,1.02,43.3,21.4,20,"J",311,"GOND",286000,0.0,11,116.0
"WAXA",86548,"R",3,2011,4,5,2014,4,5,"E","NEE","HEP","A",28,8,2012,5,35,46,"AMAZ","PRT",511,91,37.1,38.7,1.59,1.04,44.5,24.9,24,"K",346,"HOPP",286000,0.0,60,121.0
"EVSA",4800,"R",1,2010,3,25,2014,1,10,"E","EVE","UZP","A",28,8,2012,6,8,36,"JOPP","PRT",887,75,39.7,45.3,5.6,1.14,40.0,25.3,21,"J",311,"GOND",286000,0.0,11,131.0
"EVSA",4888,"L",4,2011,1,30,2014,1,14,"E","EVE","UZP","A",28,8,2012,6,8,36,"JOPP","PRT",576,88,37.3,39.2,1.9,1.05,39.5,26.2,21,"J",311,"GOND",286000,0.0,65,133.0
