"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"DGPA",64533,"L",3,2008,12,15,2013,12,22,"U","FAS","HOX","T",2,8,2013,11,10,0,"BMRK","SALIENT",1691,95,32.69,40.71,8.02,1.25,23.39,34.1,32,"T",108,"TANK",263000,2374.5,11,90.4
"ZHSA",5883,"R",3,2011,9,29,2013,10,28,"E","VXZ","QDP","A",7,8,2013,3,27,58,"JOPP","PRT",678,112,40.26,67.57,27.31,1.68,31.56,22.9,21,"J",311,"GOND",286000,469.94,75,102.7
"FDLA",73275,"L",1,2011,6,4,2014,6,4,"E","VOS","UZP","D",8,8,2013,12,33,27,"CHRS","PRT",796,38,30.82,35.57,4.75,1.15,31.62,21.7,21,"J",311,"GOND",286000,0.0,11,121.4
"FRDA",21739,"L",3,2010,12,21,2013,12,21,"E","VNV","EWP","A",11,8,2013,23,31,0,"AURO","SALIENT",964,123,33.1,52.09,18.99,1.57,39.02,25.7,24,"K",341,"HOPP",286000,127.34,11,120.2
"EQ",22247,"R",2,2012,2,28,2014,2,20,"U","PDG","DOO","T",7,8,2013,6,44,0,"COCH","SALIENT",526,136,35.7,44.13,8.43,1.24,55.36,30.4,29,"K",384,"HOPP",263000,0.0,11,110.3
"EQVI",700404,"L",1,2011,1,20,2014,1,20,"X","PDG","KYU","A",14,8,2013,6,36,0,"COCH","SALIENT",937,52,41.95,45.93,3.98,1.09,55.24,33.7,30,"C",114,"HOPP",286000,6112.66,11,137.4
"IXUA",294470,"L",1,2008,10,1,2013,11,14,"E","WKK","QDP","A",11,8,2013,23,56,0,"AURO","SALIENT",1775,13,39.61,42.17,2.56,1.06,35.34,23.7,24,"J",301,"GOND",286000,0.0,11,121.1
"FSRA",6730,"L",2,2011,1,4,2014,1,4,"E","FAF","EWP","A",15,8,2013,10,0,0,"AURO","SALIENT",954,46,38.17,44.13,5.96,1.16,39.24,21.5,20,"J",311,"GOND",286000,0.0,11,122.6
"PLOA",8360,"R",2,2011,8,15,2014,8,15,"E","SHN","QDP","A",9,8,2013,11,56,0,"AURO","SALIENT",725,72,35.7,41.64,5.94,1.17,38.22,25.6,24,"K",341,"HOPP",286000,0.0,11,121.4
"MKPA",27458,"L",1,2011,4,23,2014,4,23,"E","SDP","ZWP","A",9,8,2013,15,44,8,"SEYM","PRT",839,61,37.25,40.79,3.54,1.1,40.58,27.3,25,"K",346,"HOPP",286000,0.0,11,120.7
"EVSA",4832,"R",1,2012,8,21,2013,11,21,"E","EVE","HEP","A",15,8,2013,20,57,3,"JOPP","PRT",359,107,30.28,48.69,18.41,1.61,30.97,23.0,21,"J",311,"GOND",286000,0.0,11,99.0
"WJQA",64104,"L",3,2010,10,11,2013,10,11,"E","VOF","ZWP","A",15,8,2013,15,43,0,"AURO","SALIENT",1039,137,32.68,39.35,6.67,1.2,36.74,20.6,20,"J",311,"GOND",286000,0.0,60,125.1
"AFOA",93541,"R",1,2011,2,12,2014,2,12,"E","PLF","HWP","A",14,8,2013,22,7,0,"ROGN","SALIENT",914,16,32.19,36.07,3.88,1.12,44.35,25.1,24,"K",341,"HOPP",286000,0.0,64,117.4
"EQVI",904067,"R",1,2012,10,1,2014,10,30,"E","SHG","HWP","A",13,8,2013,3,34,0,"AURO","SALIENT",316,93,33.03,40.82,7.79,1.24,39.08,20.7,20,"J",311,"GOND",286000,0.0,11,125.0
"GHHA",223819,"R",3,2010,8,1,2013,8,1,"E","VXG","VFP","A",28,9,2012,14,49,41,"JOPP","PRT",789,54,44.36,46.71,2.35,1.05,38.1,24.4,21,"J",311,"GOND",286000,0.0,64,131.1
"EQVI",718063,"L",4,2011,9,19,2014,9,19,"X","HOS","EPP","A",29,9,2012,13,53,0,"COCH","SALIENT",376,59,36.23,39.81,3.58,1.1,55.41,31.9,30,"C",114,"HOPP",286000,0.0,65,117.0
"ZIDA",27378,"L",2,2010,7,23,2013,7,23,"E","PRO","FGP","A",3,10,2012,0,23,50,"WHET","PRT",802,63,44.87,62.59,17.72,1.39,26.84,21.8,22,"J",311,"GOND",286000,11366.2,65,129.9
"EQVI",984389,"L",2,2008,7,31,2013,8,1,"E","FHF","UZP","A",29,9,2012,6,16,5,"VELO","PRT",1521,80,43.47,51.64,8.17,1.19,36.55,27.7,24,"K",341,"HOPP",286000,0.0,11,127.4
"EQVI",990209,"L",2,2011,1,18,2013,11,29,"E","FRE","VFP","A",30,9,2012,7,13,26,"JOPP","PRT",621,77,42.78,45.32,2.54,1.06,38.92,27.7,21,"J",311,"GOND",286000,0.0,65,133.4
"WJQA",63253,"R",1,2009,6,14,2014,10,29,"E","VOS","ENP","A",30,9,2012,14,12,0,"ROGN","SALIENT",1204,99,31.68,37.47,5.79,1.18,48.16,21.3,20,"J",311,"GOND",286000,0.0,11,104.7
"EQVI",714558,"R",3,2010,4,1,2013,4,1,"X","OYZ","ILQ","A",2,10,2012,13,41,38,"MALT","PRT",915,5,36.58,40.63,4.05,1.11,52.89,32.8,31,"C",114,"HOPP",286000,0.0,11,114.1
"EQ",866921,"R",3,2010,2,12,2014,6,17,"E","EHQ","DEP","A",30,9,2012,13,51,22,"JOPP","PRT",961,49,38.62,46.67,8.05,1.21,39.22,25.8,21,"J",311,"GOND",286000,0.0,75,121.3
"EQVI",903550,"R",1,2011,3,3,2014,3,3,"E","FHE","QDP","A",29,9,2012,18,2,47,"PRAI","PRT",576,85,29.48,34.7,5.22,1.18,29.81,19.1,20,"J",311,"GOND",286000,0.0,75,110.3
"EQVI",717139,"R",4,2010,12,17,2013,12,17,"X","JDW","FUL","A",29,9,2012,19,26,0,"DEAN","SALIENT",652,96,35.59,38.6,3.01,1.08,50.42,31.6,30,"C",114,"HOPP",286000,3844.06,75,108.2
"EQVI",992106,"R",3,2008,4,4,2013,9,9,"E","EHQ","HWP","A",1,10,2012,4,37,41,"JOPP","PRT",1641,6,46.09,49.05,2.96,1.06,41.34,24.6,21,"J",311,"GOND",286000,0.0,78,133.5
"EQ",867569,"L",1,2011,1,12,2012,11,21,"E","UEH","VFP","E",30,9,2012,9,22,48,"VELO","PRT",627,13,36.03,38.59,2.56,1.07,30.31,24.8,21,"J",311,"GOND",286000,0.0,25,127.4
"FLWA",833465,"R",1,2010,11,10,2012,12,7,"E","NFF","UZP","A",30,9,2012,2,6,56,"AMAZ","PRT",690,14,24.57,29.87,5.3,1.22,23.48,18.1,20,"J",311,"GOND",286000,0.0,11,101.2
"EQVI",904650,"L",3,2011,2,13,2014,11,3,"E","FUG","HWP","A",30,9,2012,9,46,0,"ROGN","SALIENT",595,4,33.65,37.29,3.64,1.11,44.21,21.9,21,"J",311,"GOND",286000,0.0,11,121.5
"WAXA",83401,"R",4,2011,12,2,2014,12,2,"E","NFP","ENP","A",26,8,2013,16,17,0,"AURO","SALIENT",633,123,39.22,46.75,7.53,1.19,38.7,25.4,24,"K",346,"HOPP",286000,0.0,60,121.7
"WJQA",65519,"L",2,2012,10,12,2013,9,8,"E","GRO","FGP","E",26,8,2013,5,58,59,"WHET","PRT",318,82,36.2,42.31,6.11,1.17,34.47,20.6,20,"J",311,"GOND",286000,0.0,11,126.1
"AFOA",23355,"L",2,2010,9,4,2013,9,4,"E","PLF","HWP","A",19,8,2013,5,13,0,"ROGN","SALIENT",1080,78,41.73,57.45,15.72,1.38,55.88,25.2,25,"K",341,"HOPP",286000,2398.23,65,117.7
"EQVI",718968,"L",3,2010,11,24,2013,11,24,"X","SWQ","NSW","A",21,8,2013,3,52,0,"COCH","SALIENT",1001,82,40.59,40.84,0.25,1.01,55.33,31.8,31,"C",114,"HOPP",286000,3078.78,65,95.4
"FHIA",95625,"L",3,2011,10,25,2014,10,25,"E","SGW","HWP","A",21,8,2013,23,52,0,"AURO","SALIENT",666,53,35.26,41.49,6.23,1.18,38.29,25.8,25,"K",341,"HOPP",286000,0.0,11,119.7
"PDUA",5821,"R",4,2011,12,30,2014,12,30,"E","RWO","FDP","A",21,8,2013,9,27,0,"AURO","SALIENT",600,75,40.15,45.57,5.42,1.13,20.77,20.8,20,"J",311,"GOND",286000,0.0,11,124.8
"WJQA",65504,"R",2,2010,10,24,2014,7,16,"E","VOF","ENP","A",21,8,2013,19,41,0,"AURO","SALIENT",1032,62,35.33,74.71,39.38,2.11,38.44,20.9,20,"J",311,"GOND",286000,6274.06,11,124.4
"WJQA",64914,"L",3,2010,11,12,2013,11,12,"E","VOF","ENP","A",23,8,2013,23,38,0,"AURO","SALIENT",1015,134,34.1,43.97,9.87,1.29,38.95,20.9,20,"J",311,"GOND",286000,0.0,11,125.3
"WAXA",223700,"L",3,2011,7,14,2014,7,14,"E","POP","FGP","A",25,8,2013,18,3,0,"AURO","SALIENT",773,54,34.77,40.72,5.95,1.17,38.37,25.0,24,"K",346,"HOPP",286000,0.0,64,121.8
"EQVI",986364,"L",4,2011,3,28,2014,3,28,"E","SKS","QDP","A",5,9,2013,18,26,0,"AURO","SALIENT",892,122,33.83,43.59,9.76,1.29,22.84,24.4,24,"K",341,"HOPP",286000,0.0,11,120.3
"KLSA",57350,"R",3,2011,5,30,2014,5,30,"E","VOF","ENP","A",30,8,2013,5,9,0,"AURO","SALIENT",823,27,35.91,40.18,4.27,1.12,40.96,21.3,21,"J",311,"GOND",286000,16910.22,61,123.7
"WJQA",65901,"R",4,2012,2,16,2014,11,5,"E","VOF","FNP","A",4,9,2013,13,40,0,"AURO","SALIENT",566,120,39.25,43.38,4.13,1.11,21.3,20.6,20,"J",311,"GOND",286000,0.0,11,123.8
"IXUA",294436,"R",1,2012,5,1,2013,12,15,"E","WKK","QDP","A",2,9,2013,22,7,0,"AURO","SALIENT",489,137,33.15,42.95,9.8,1.3,24.7,23.6,23,"J",301,"GOND",286000,0.0,78,121.3
"SQMA",83120,"R",4,2010,11,3,2013,11,3,"E","GRO","FNP","E",3,9,2013,0,42,0,"AURO","SALIENT",1035,96,39.98,43.84,3.86,1.1,24.68,20.3,20,"J",311,"GOND",286000,0.0,11,124.0
"EQVI",991553,"L",1,2011,5,30,2014,5,30,"E","EHQ","HWP","A",3,9,2013,22,52,7,"JOPP","PRT",827,46,23.97,26.03,2.06,1.09,24.31,20.1,21,"J",311,"GOND",286000,0.0,60,111.5
"MKPA",22641,"L",1,2011,10,14,2014,10,14,"E","SDP","QDP","A",2,9,2013,17,0,0,"AURO","SALIENT",689,102,43.49,50.88,7.39,1.17,22.52,23.1,23,"K",346,"HOPP",286000,0.0,61,121.3
"JJSA",4442,"L",3,2011,11,4,2014,11,4,"E","VSV","EWP","A",6,9,2013,23,18,0,"ROGN","SALIENT",672,105,36.53,42.29,5.76,1.16,47.95,20.8,21,"J",311,"GOND",286000,0.0,60,123.4
"WLOA",83936,"R",3,2011,12,2,2014,12,2,"E","DPK","QDP","A",4,9,2013,12,22,0,"ROGN","SALIENT",642,26,35.75,41.08,5.33,1.15,56.17,25.4,24,"K",381,"HOPP",286000,0.0,78,119.0
"GHHA",8780,"R",2,2010,9,23,2013,9,23,"E","FQP","EWP","A",1,9,2013,23,56,0,"AURO","SALIENT",1074,83,33.83,47.9,14.07,1.42,22.26,22.9,23,"J",301,"GOND",286000,13908.53,64,121.8
"IXUA",264717,"R",4,2011,8,31,2014,8,31,"E","VOZ","EWP","A",4,9,2013,21,17,0,"AURO","SALIENT",735,94,43.58,46.7,3.12,1.07,22.48,24.7,24,"K",341,"HOPP",286000,0.0,60,120.2
"QFXA",45763,"R",1,2011,8,6,2014,8,6,"E","VOZ","EWP","A",4,9,2013,21,17,0,"AURO","SALIENT",760,125,34.09,43.11,9.02,1.26,21.55,24.3,24,"K",341,"HOPP",286000,0.0,73,117.8
"FROA",7577,"R",1,2009,11,11,2014,10,2,"E","VSF","HWP","A",6,9,2013,0,49,30,"JOPP","PRT",1394,56,32.79,36.32,3.53,1.11,23.26,20.8,22,"J",311,"GOND",286000,0.0,11,97.6
"JUGA",5383,"R",2,2011,3,13,2014,3,13,"E","NFF","UZP","A",14,9,2013,9,45,0,"AURO","SALIENT",916,78,30.99,36.13,5.14,1.17,24.76,20.7,20,"J",311,"GOND",286000,0.0,11,122.7
"JUGA",5666,"L",1,2010,10,23,2013,10,23,"E","NFF","UZP","A",14,9,2013,9,45,0,"AURO","SALIENT",1057,134,40.07,65.97,25.9,1.65,25.33,20.8,20,"J",311,"GOND",286000,4509.32,65,122.9
"FLWA",833481,"R",2,2010,5,2,2014,2,21,"E","FRE","HWP","A",14,9,2013,15,8,31,"JOPP","PRT",1231,90,37.53,40.62,3.09,1.08,32.02,22.9,20,"J",311,"GOND",286000,0.0,65,103.1
"NFOA",28656,"L",3,2011,1,12,2014,1,12,"E","VDL","EWP","A",9,9,2013,16,1,0,"AURO","SALIENT",971,103,34.23,39.36,5.13,1.15,23.23,21.4,22,"J",311,"GOND",286000,0.0,11,119.8
"WJQA",63080,"L",1,2012,5,22,2014,6,20,"E","VOS","FGP","D",12,9,2013,5,38,0,"ROGN","SALIENT",478,52,36.77,62.09,25.32,1.69,57.63,20.4,20,"J",311,"GOND",286000,3203.2,65,122.2
"GHHA",223379,"R",3,2011,8,1,2013,11,26,"E","VXG","GNP","A",16,9,2013,22,2,22,"JOPP","PRT",777,24,35.05,40.62,5.57,1.16,24.7,24.4,21,"J",311,"GOND",286000,1742.0,65,100.5
"WONA",45651,"L",4,2008,1,2,2014,1,21,"E","POW","QDP","A",9,9,2013,21,46,0,"ROGN","SALIENT",2077,35,34.05,37.31,3.26,1.1,39.04,20.9,20,"J",311,"GOND",286000,23991.64,11,122.7
"AFOA",23395,"L",1,2010,10,15,2013,10,15,"E","PLF","EWP","A",10,9,2013,1,7,0,"ROGN","SALIENT",1061,35,36.49,87.12,50.63,2.39,55.82,25.9,25,"K",341,"HOPP",286000,3512.53,65,117.2
"GHHA",93592,"R",2,2009,10,26,2014,12,13,"E","VXG","VAP","A",10,9,2013,10,25,17,"JOPP","PRT",1415,52,39.32,43.57,4.25,1.11,26.06,20.0,20,"J",311,"GOND",286000,0.0,78,94.4
"XFHA",28330,"R",2,2011,4,17,2014,9,6,"E","PDV","QDP","A",10,9,2013,20,32,0,"AURO","SALIENT",877,17,32.37,42.66,10.29,1.32,30.66,25.7,25,"K",346,"HOPP",286000,0.0,11,119.3
"NSOA",7341,"L",2,2009,10,12,2014,3,25,"E","OUW","ZWP","A",16,9,2013,15,17,0,"AURO","SALIENT",1435,126,36.6,57.9,21.3,1.58,25.22,24.8,24,"K",341,"HOPP",286000,2573.47,65,119.1
"QFXA",45318,"R",2,2012,2,26,2014,11,16,"E","VOF","FNP","A",11,9,2013,2,4,0,"AURO","SALIENT",563,113,35.26,47.08,11.82,1.34,24.35,22.2,22,"J",311,"GOND",286000,0.0,11,122.1
"KEZA",22689,"L",4,2011,8,28,2014,8,28,"E","PKV","HEP","A",13,9,2013,1,47,0,"AURO","SALIENT",747,92,31.15,38.97,7.82,1.25,24.67,23.1,23,"K",346,"HOPP",286000,0.0,11,118.3
"JRIA",9678,"L",1,2011,6,11,2014,6,11,"E","FUG","HWP","A",11,9,2013,5,31,0,"ROGN","SALIENT",823,54,29.53,34.65,5.12,1.17,54.39,23.0,22,"J",311,"GOND",286000,0.0,11,121.1
"FHIA",74656,"L",1,2010,11,22,2013,10,8,"E","FHE","QDP","A",11,9,2013,6,3,0,"AURO","SALIENT",1024,92,42.55,46.95,4.4,1.1,22.9,20.8,21,"J",311,"GOND",286000,0.0,11,123.3
"IXUA",293337,"R",1,2010,9,20,2013,9,20,"E","WKK","QDP","A",11,9,2013,9,32,0,"AURO","SALIENT",1087,116,35.25,50.93,15.68,1.44,23.75,22.6,22,"J",311,"GOND",286000,0.0,11,123.4
"EQVI",562609,"R",6,2011,6,6,2014,10,30,"B","DWJ","OSF","A",11,9,2013,20,6,53,"PRAI","PRT",828,7,40.25,46.6,6.35,1.16,37.1,101.6,93,"S",162,"IFLT",799700,0.0,64,318.8
"EQVI",903646,"R",1,2011,12,23,2013,12,19,"E","UEH","VFP","A",12,9,2013,4,9,3,"VELO","PRT",629,63,36.72,41.91,5.19,1.14,31.27,22.6,20,"J",311,"GOND",286000,0.0,11,128.9
"JUGA",5620,"R",1,2010,11,15,2013,11,15,"E","NFF","UZP","A",14,9,2013,3,20,0,"AURO","SALIENT",1034,127,33.6,67.94,34.34,2.02,23.92,21.0,20,"J",311,"GOND",286000,686.89,65,124.2
"WAXA",223762,"R",1,2011,2,22,2014,8,25,"E","NFP","HEP","A",14,9,2013,12,22,0,"AURO","SALIENT",935,48,28.91,35.43,6.52,1.23,24.99,24.5,24,"K",346,"HOPP",286000,0.0,75,119.7
"EQVI",904250,"R",2,2011,3,31,2014,4,18,"E","VSV","EWP","A",20,9,2013,19,20,0,"ROGN","SALIENT",904,73,37.78,40.31,2.53,1.07,40.05,21.7,20,"J",311,"GOND",286000,0.0,60,123.0
"EQVI",903992,"R",1,2009,10,31,2014,6,2,"E","VSV","EWP","A",20,9,2013,19,20,0,"ROGN","SALIENT",1420,118,35.61,38.5,2.89,1.08,39.41,20.9,21,"J",311,"GOND",286000,2718.74,11,122.1
"JUGA",5336,"L",2,2011,5,18,2014,5,18,"E","NFF","UZP","A",21,9,2013,14,53,0,"AURO","SALIENT",857,16,35.53,42.97,7.44,1.21,34.83,21.1,20,"J",311,"GOND",286000,0.0,65,126.4
"JRIA",9765,"R",3,2011,9,11,2014,9,11,"E","FUG","VFP","A",21,9,2013,2,51,0,"ROGN","SALIENT",741,56,31.49,35.41,3.92,1.12,34.36,21.9,22,"J",311,"GOND",286000,0.0,3,118.6
"QGBA",299336,"R",4,2011,9,23,2014,9,23,"E","VOF","FNP","A",25,9,2013,6,6,0,"AURO","SALIENT",733,45,40.73,46.72,5.99,1.15,47.42,21.4,21,"J",311,"GOND",286000,0.0,11,126.0
"NSOA",4423,"R",3,2008,12,10,2013,11,29,"E","OUW","HWP","A",27,9,2013,7,58,0,"AURO","SALIENT",1752,113,36.88,44.38,7.5,1.2,45.88,30.7,25,"K",341,"HOPP",286000,0.0,11,117.6
"IXUA",294430,"R",1,2011,11,26,2014,11,26,"E","WKK","QDP","A",21,9,2013,15,23,0,"AURO","SALIENT",665,122,31.18,38.81,7.63,1.24,39.1,24.0,23,"J",301,"GOND",286000,0.0,11,121.4
"WJQA",65933,"R",2,2012,9,25,2014,12,5,"E","VOS","UZP","A",26,9,2013,6,14,0,"ROGN","SALIENT",366,58,37.99,41.65,3.66,1.1,37.93,20.7,20,"J",311,"GOND",286000,0.0,65,124.8
"WJQA",65963,"R",3,2012,3,16,2013,10,6,"E","VOF","ENP","A",26,9,2013,19,58,0,"AURO","SALIENT",559,12,37.06,48.68,11.62,1.31,31.92,20.6,20,"J",311,"GOND",286000,0.0,11,124.5
"GHHA",93765,"L",2,2009,4,10,2014,10,14,"E","VXG","GNP","A",26,9,2013,19,16,41,"JOPP","PRT",1630,27,35.95,41.79,5.84,1.16,24.43,19.9,20,"J",311,"GOND",286000,0.0,11,124.6
"SQMA",83288,"L",2,2009,4,30,2014,1,23,"E","VOS","FNP","A",24,9,2013,22,25,0,"ROGN","SALIENT",1608,110,35.24,39.31,4.07,1.12,24.71,21.0,20,"J",311,"GOND",286000,7233.28,11,123.0
"AFOA",23640,"R",3,2013,7,28,2014,5,19,"E","PLF","DWP","A",24,9,2013,10,41,0,"ROGN","SALIENT",58,42,31.81,37.0,5.19,1.16,36.92,26.6,25,"K",341,"HOPP",286000,0.0,11,119.9
"EQVI",933556,"L",1,2012,6,20,2013,10,10,"U","PDG","DOO","T",23,9,2013,13,12,0,"COCH","SALIENT",460,138,34.9,73.22,38.32,2.1,55.79,30.5,30,"K",384,"HOPP",263000,2480.43,61,107.1
"WAXA",6555,"R",1,2011,2,17,2014,2,17,"E","NEE","ENP","G",23,9,2013,13,58,0,"AURO","SALIENT",949,19,34.66,43.72,9.06,1.26,38.22,24.6,24,"K",346,"HOPP",286000,0.0,60,122.1
"FLWA",913913,"R",3,2011,9,1,2014,9,1,"E","FOV","QDP","A",24,9,2013,20,49,0,"AURO","SALIENT",754,108,38.86,42.08,3.22,1.08,41.94,25.0,25,"K",341,"HOPP",286000,0.0,11,120.5
"EQVI",984501,"L",3,2011,12,19,2014,12,19,"E","VNV","HWP","A",23,9,2013,22,6,0,"AURO","SALIENT",644,85,33.64,41.4,7.76,1.23,46.56,25.8,24,"K",341,"HOPP",286000,0.0,11,120.8
"GHHA",8272,"R",2,2008,1,22,2014,11,22,"E","VXG","GNP","A",26,9,2013,23,52,0,"AURO","SALIENT",2074,93,38.13,41.52,3.39,1.09,44.54,23.1,23,"J",301,"GOND",286000,0.0,11,122.4
"WAXA",83399,"L",2,2011,5,18,2014,5,18,"E","NFP","ENP","A",26,9,2013,21,45,0,"AURO","SALIENT",862,69,37.42,46.59,9.17,1.25,20.57,24.2,24,"K",346,"HOPP",286000,0.0,11,122.4
"EQVI",587407,"L",7,2011,2,11,2014,2,11,"B","PNV","FKF","A",26,9,2013,3,14,0,"DEAN","SALIENT",958,34,22.45,30.0,7.55,1.34,62.2,69.7,65,"S",635,"IFLT",487000,0.0,11,164.2
"EQVI",711815,"L",3,2011,4,22,2014,4,22,"X","HDS","UXI","A",29,9,2013,3,18,0,"DEAN","SALIENT",891,82,31.69,41.04,9.35,1.3,53.0,31.6,31,"C",114,"HOPP",286000,7011.33,25,112.5
"WONA",45517,"L",2,2008,1,2,2014,1,21,"E","POW","ZWP","A",2,10,2013,0,54,0,"ROGN","SALIENT",2099,29,33.92,38.59,4.67,1.14,39.9,20.9,21,"J",311,"GOND",286000,0.0,60,122.3
"EQ",868061,"L",2,2008,2,27,2014,12,18,"E","UEH","VAP","A",2,10,2013,7,20,18,"VELO","PRT",2044,55,29.97,38.15,8.18,1.27,25.08,20.4,21,"J",311,"GOND",286000,0.0,25,114.1
"EQVI",707901,"L",3,2009,8,4,2014,5,20,"X","UJW","RWY","A",4,10,2013,17,2,17,"MALT","PRT",1522,20,34.4,39.03,4.63,1.13,52.68,32.0,30,"C",114,"HOPP",286000,0.0,11,112.5
"FHIA",4480,"L",3,2011,8,18,2014,9,26,"X","FVA","RWY","A",2,10,2013,20,7,0,"COCH","SALIENT",776,80,37.08,41.78,4.7,1.13,54.93,31.6,31,"C",114,"HOPP",286000,0.0,11,115.5
"FLWA",833799,"L",1,2011,11,4,2014,11,4,"E","KDI","ZWP","B",10,10,2013,3,32,0,"ROGN","SALIENT",706,93,31.38,37.47,6.09,1.19,39.58,20.6,20,"J",311,"GOND",286000,0.0,60,122.2
"AFOA",93799,"R",2,2011,5,19,2014,5,19,"E","PLF","HWP","A",2,10,2013,23,4,0,"ROGN","SALIENT",867,115,38.69,41.31,2.62,1.07,41.01,24.9,24,"K",341,"HOPP",286000,0.0,11,118.1
"EQ",867619,"R",1,2013,2,11,2013,12,31,"E","FRE","ZWP","A",3,10,2013,6,28,0,"BMRK","SALIENT",234,104,32.64,47.75,15.11,1.46,24.42,22.9,21,"J",311,"GOND",286000,2710.37,75,117.1
"EQVI",711465,"R",4,2010,10,21,2013,10,21,"X","FSD","WPU","A",8,10,2013,8,31,0,"AURO","SALIENT",1083,52,33.01,67.58,34.57,2.05,33.93,31.9,31,"C",114,"HOPP",286000,6791.72,65,244.3
"EQ",888311,"L",4,2008,7,11,2014,5,6,"E","VFD","VFP","A",3,10,2013,18,13,0,"AURO","SALIENT",1910,104,33.0,41.34,8.34,1.25,46.89,26.4,25,"K",341,"HOPP",286000,0.0,11,117.3
"FLWA",833033,"R",1,2011,11,13,2014,3,16,"E","FRE","GNP","A",6,10,2013,8,24,1,"JOPP","PRT",693,95,29.28,34.56,5.28,1.18,25.01,20.1,21,"J",311,"GOND",286000,0.0,11,94.2
"EQ",868423,"R",1,2013,6,10,2014,12,8,"E","UEH","VFP","A",5,10,2013,15,52,47,"VELO","PRT",117,30,31.32,41.06,9.74,1.31,44.49,25.0,21,"J",311,"GOND",286000,0.0,11,147.0
"ZIDA",27549,"R",3,2011,7,7,2014,4,10,"E","FHE","QDP","A",8,10,2013,17,51,0,"AURO","SALIENT",824,99,39.64,41.62,1.98,1.05,33.16,22.1,22,"J",311,"GOND",286000,0.0,11,122.8
"EQ",22247,"R",2,2012,2,28,2014,2,20,"U","PDG","DOO","T",5,10,2013,20,16,8,"PRAI","PRT",585,114,35.33,46.27,10.94,1.31,41.43,41.7,29,"K",384,"HOPP",263000,0.0,11,110.5
"RJVA",5488,"R",4,2011,7,23,2014,7,23,"E","FAN","DWP","A",7,10,2013,20,24,0,"AURO","SALIENT",807,112,38.38,43.02,4.64,1.12,49.82,21.3,21,"J",311,"GOND",286000,0.0,11,123.3
"EQVI",706977,"R",4,2010,5,13,2013,5,13,"X","WDF","FVQ","A",6,8,2012,22,43,0,"BMRK","SALIENT",816,32,31.43,33.24,1.81,1.06,33.69,31.4,30,"C",114,"HOPP",286000,0.0,65,110.1
"NFOA",28358,"L",2,2011,7,9,2014,7,9,"E","NFO","HWP","A",5,8,2012,23,12,4,"AMAZ","PRT",393,83,24.6,27.17,2.57,1.1,45.4,22.4,22,"J",311,"GOND",286000,0.0,11,92.2
"GHHA",7114,"R",2,2012,2,2,2014,6,9,"E","VXG","VFP","A",5,8,2012,3,21,0,"BMRK","SALIENT",185,63,44.23,51.02,6.79,1.15,30.66,24.2,23,"J",301,"GOND",286000,0.0,11,130.2
"GHHA",93563,"L",3,2010,11,12,2013,11,12,"E","VXG","GNP","A",5,8,2012,6,14,21,"JOPP","PRT",632,21,38.67,45.46,6.79,1.18,37.52,24.6,20,"J",311,"GOND",286000,0.0,60,134.6
"EQVI",647435,"L",6,2011,12,5,2014,12,5,"V","ELU","OSF","A",8,8,2012,23,16,0,"DEAN","SALIENT",247,14,20.52,23.98,3.46,1.17,67.36,116.1,72,"V",295,"VFLT",250000,0.0,8,52.8
"EQ",868091,"L",1,2013,4,9,2014,3,3,"E","UEH","VAP","A",14,10,2013,2,32,0,"VELO","PRT",188,118,35.94,52.52,16.58,1.46,29.24,24.9,21,"J",311,"GOND",286000,0.0,75,128.2
"EQEA",1541,"L",3,2010,12,10,2013,12,10,"E","NFO","EDP","A",14,10,2013,7,5,0,"AURO","SALIENT",1039,33,36.72,39.45,2.73,1.07,50.12,21.1,20,"J",311,"GOND",286000,0.0,11,124.6
"GHHA",223670,"L",3,2008,5,26,2014,4,28,"E","VXG","VFP","A",15,10,2013,16,2,15,"JOPP","PRT",1968,54,29.45,27.11,-2.34,0.92,24.7,21.5,21,"J",311,"GOND",286000,0.0,11,107.1
"EQEA",836398,"L",4,2011,9,25,2014,9,25,"E","OUW","ZWP","A",17,10,2013,1,56,0,"AURO","SALIENT",753,42,32.59,46.41,13.82,1.42,46.59,27.1,25,"K",341,"HOPP",286000,4220.76,65,120.7
"PENA",785703,"R",4,2011,7,10,2014,7,10,"E","SHN","QDP","A",15,10,2013,0,33,0,"AURO","SALIENT",828,21,38.14,73.83,35.69,1.94,48.0,24.7,24,"K",341,"HOPP",286000,348.42,65,121.4
"WJQA",63068,"L",2,2010,5,18,2014,7,7,"E","VOF","ENP","A",18,10,2013,7,41,0,"AURO","SALIENT",1249,86,35.75,40.59,4.84,1.14,47.43,21.4,20,"J",311,"GOND",286000,0.0,11,118.7
